"","location","geo","year","date","total_vaccinations","people_vaccinated","people_fully_vaccinated","total_boosters","daily_vaccinations_raw","daily_vaccinations","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","total_boosters_per_hundred","daily_vaccinations_per_million","daily_people_vaccinated","daily_people_vaccinated_per_hundred"
"66615","Upper middle income","OWID_UMC",2021,2021-02-19,59964736,15897355,3518141,NA,1156703,900115,2.39,0.63,0.14,NA,358,589264,0.023
"66616","Upper middle income","OWID_UMC",2021,2021-02-20,60487227,16227971,3702073,NA,522491,904363,2.41,0.65,0.15,NA,360,591651,0.024
"66617","Upper middle income","OWID_UMC",2021,2021-02-21,60714607,16363849,3791862,NA,227380,884396,2.42,0.65,0.15,NA,352,578765,0.023
"66618","Upper middle income","OWID_UMC",2021,2021-02-22,61453336,16875925,4017273,NA,738729,879063,2.44,0.67,0.16,NA,350,569011,0.023
"66619","Upper middle income","OWID_UMC",2021,2021-02-23,62667574,17543797,4566369,NA,1214238,916011,2.49,0.7,0.18,NA,364,581495,0.023
"66620","Upper middle income","OWID_UMC",2021,2021-02-24,63551518,18131451,4865959,NA,883944,881452,2.53,0.72,0.19,NA,351,548680,0.022
"66621","Upper middle income","OWID_UMC",2021,2021-02-25,64684382,18809816,5237829,NA,1132864,839478,2.57,0.75,0.21,NA,334,526957,0.021
"66622","Upper middle income","OWID_UMC",2021,2021-02-26,65615927,19373366,5596478,NA,931545,807313,2.61,0.77,0.22,NA,321,496573,0.02
"66623","Upper middle income","OWID_UMC",2021,2021-02-27,66263946,19835617,5753192,NA,648019,825246,2.64,0.79,0.23,NA,328,515378,0.021
"66624","Upper middle income","OWID_UMC",2021,2021-02-28,78553512,20053682,5805779,NA,12289566,2548415,3.13,0.8,0.23,NA,1014,527119,0.021
"66625","Upper middle income","OWID_UMC",2021,2021-03-01,79706094,20926226,6060356,NA,1152582,2607537,3.17,0.83,0.24,NA,1037,578614,0.023
"66626","Upper middle income","OWID_UMC",2021,2021-03-02,85040615,24843434,7458407,NA,5334521,3196149,3.38,0.99,0.3,NA,1272,1042805,0.041
"66627","Upper middle income","OWID_UMC",2021,2021-03-03,86359171,25695719,7901892,NA,1318556,3258236,3.44,1.02,0.31,NA,1296,1080610,0.043
"66628","Upper middle income","OWID_UMC",2021,2021-03-04,87983259,26800949,8368870,NA,1624088,3328411,3.5,1.07,0.33,NA,1324,1141590,0.045
"66629","Upper middle income","OWID_UMC",2021,2021-03-05,89402549,27779895,8823380,NA,1419290,3398089,3.56,1.11,0.35,NA,1352,1200933,0.048
"66630","Upper middle income","OWID_UMC",2021,2021-03-06,90361240,28414579,9120335,NA,958691,3442471,3.59,1.13,0.36,NA,1369,1225566,0.049
"66631","Upper middle income","OWID_UMC",2021,2021-03-07,90892564,28783094,9223947,NA,531324,1762722,3.62,1.15,0.37,NA,701,1247059,0.05
"66632","Upper middle income","OWID_UMC",2021,2021-03-08,91709659,29402217,9430132,NA,817095,1714795,3.65,1.17,0.38,NA,682,1210856,0.048
"66633","Upper middle income","OWID_UMC",2021,2021-03-09,93126951,30449246,9717625,NA,1417292,1155191,3.7,1.21,0.39,NA,460,800830,0.032
"66634","Upper middle income","OWID_UMC",2021,2021-03-10,94965835,31743774,10265813,NA,1838884,1229523,3.78,1.26,0.41,NA,489,864008,0.034
"66635","Upper middle income","OWID_UMC",2021,2021-03-11,96629855,32577357,10684423,NA,1664020,1235228,3.84,1.3,0.43,NA,491,825201,0.033
"66636","Upper middle income","OWID_UMC",2021,2021-03-12,98095277,33788955,11151144,NA,1465422,1241818,3.9,1.34,0.44,NA,494,858437,0.034
"66637","Upper middle income","OWID_UMC",2021,2021-03-13,99199302,35198101,11539842,NA,1104025,1262580,3.95,1.4,0.46,NA,502,969075,0.039
"66638","Upper middle income","OWID_UMC",2021,2021-03-14,112207189,35575045,11710785,NA,13007887,3044946,4.46,1.42,0.47,NA,1211,970279,0.039
"66639","Upper middle income","OWID_UMC",2021,2021-03-15,113499589,36476217,12174222,NA,1292400,3112847,4.52,1.45,0.48,NA,1238,1010571,0.04
"66640","Upper middle income","OWID_UMC",2021,2021-03-16,114900078,37151481,12782804,NA,1400489,3110447,4.57,1.48,0.51,NA,1237,957462,0.038
"66641","Upper middle income","OWID_UMC",2021,2021-03-17,116963917,38149756,13975937,NA,2063839,3142583,4.65,1.52,0.56,NA,1250,915140,0.036
"66642","Upper middle income","OWID_UMC",2021,2021-03-18,118445404,39064945,14551097,NA,1481487,3116507,4.71,1.55,0.58,NA,1240,926798,0.037
"66643","Upper middle income","OWID_UMC",2021,2021-03-19,120318580,39945359,15310338,NA,1873176,3174758,4.79,1.59,0.61,NA,1263,879486,0.035
"66644","Upper middle income","OWID_UMC",2021,2021-03-20,131446945,40953430,15693861,NA,11128365,4606806,5.23,1.63,0.62,NA,1833,822190,0.033
"66645","Upper middle income","OWID_UMC",2021,2021-03-21,131978529,41335176,15843699,NA,531584,2824477,5.25,1.64,0.63,NA,1124,822876,0.033
"66646","Upper middle income","OWID_UMC",2021,2021-03-22,138737223,42175350,16243359,NA,6758694,3605376,5.52,1.68,0.65,NA,1434,814162,0.032
"66647","Upper middle income","OWID_UMC",2021,2021-03-23,142683977,43125477,16716191,NA,3946754,3969128,5.68,1.72,0.67,NA,1579,853428,0.034
"66648","Upper middle income","OWID_UMC",2021,2021-03-24,147628808,44560272,17369384,NA,4944831,4380699,5.87,1.77,0.69,NA,1743,915788,0.036
"66649","Upper middle income","OWID_UMC",2021,2021-03-25,154638064,45576735,17882842,NA,7009256,5170380,6.15,1.81,0.71,NA,2057,930256,0.037
"66650","Upper middle income","OWID_UMC",2021,2021-03-26,162710931,47017790,18398627,NA,8072867,6056050,6.47,1.87,0.73,NA,2409,1010347,0.04
"66651","Upper middle income","OWID_UMC",2021,2021-03-27,168794746,47875635,18676373,NA,6083815,5335400,6.72,1.9,0.74,NA,2123,988886,0.039
"66652","Upper middle income","OWID_UMC",2021,2021-03-28,173669408,48316233,18771458,NA,4874662,5955840,6.91,1.92,0.75,NA,2369,997294,0.04
"66653","Upper middle income","OWID_UMC",2021,2021-03-29,182590238,51057642,20737750,NA,8920830,6264716,7.26,2.03,0.82,NA,2492,1268899,0.05
"66654","Upper middle income","OWID_UMC",2021,2021-03-30,188771753,52486864,21345784,NA,6181515,6583968,7.51,2.09,0.85,NA,2619,1337341,0.053
"66655","Upper middle income","OWID_UMC",2021,2021-03-31,196485177,54852813,21941022,NA,7713424,6979481,7.82,2.18,0.87,NA,2777,1470363,0.058
"66656","Upper middle income","OWID_UMC",2021,2021-04-01,205723618,56453209,22769776,NA,9238441,7297936,8.18,2.25,0.91,NA,2903,1553782,0.062
"66657","Upper middle income","OWID_UMC",2021,2021-04-02,214780887,57892997,23185234,NA,9057269,7438565,8.54,2.3,0.92,NA,2959,1553601,0.062
"66658","Upper middle income","OWID_UMC",2021,2021-04-03,219212317,59047637,23573014,NA,4431430,7202510,8.72,2.35,0.94,NA,2865,1596000,0.063
"66659","Upper middle income","OWID_UMC",2021,2021-04-04,223378246,59707718,23778476,NA,4165929,7101263,8.89,2.38,0.95,NA,2825,1627355,0.065
"66660","Upper middle income","OWID_UMC",2021,2021-04-05,227992388,60983707,24273500,NA,4614142,6486021,9.07,2.43,0.97,NA,2580,1418009,0.056
"66661","Upper middle income","OWID_UMC",2021,2021-04-06,233804833,62898872,25041236,NA,5812445,6433297,9.3,2.5,1,NA,2559,1487430,0.059
"66662","Upper middle income","OWID_UMC",2021,2021-04-07,240127268,64920374,26186564,NA,6322435,6234584,9.55,2.58,1.04,NA,2480,1438223,0.057
"66663","Upper middle income","OWID_UMC",2021,2021-04-08,249127205,67187755,27089181,NA,8999937,6200512,9.91,2.67,1.08,NA,2467,1533507,0.061
"66664","Upper middle income","OWID_UMC",2021,2021-04-09,257669624,68768601,28117902,NA,8542419,6126962,10.25,2.74,1.12,NA,2437,1553658,0.062
"66665","Upper middle income","OWID_UMC",2021,2021-04-10,263103626,70240521,28752690,NA,5434002,6270187,10.47,2.79,1.14,NA,2494,1598983,0.064
"66666","Upper middle income","OWID_UMC",2021,2021-04-11,266881118,70933520,28988308,NA,3777492,6214696,10.62,2.82,1.15,NA,2472,1603686,0.064
"66667","Upper middle income","OWID_UMC",2021,2021-04-12,273899694,72596178,29793202,NA,7018576,6558187,10.9,2.89,1.19,NA,2609,1658924,0.066
"66668","Upper middle income","OWID_UMC",2021,2021-04-13,280584559,74636275,30875315,NA,6684865,6682818,11.16,2.97,1.23,NA,2659,1676772,0.067
"66669","Upper middle income","OWID_UMC",2021,2021-04-14,287630096,76581142,32464745,NA,7045537,6786118,11.44,3.05,1.29,NA,2700,1665824,0.066
"66670","Upper middle income","OWID_UMC",2021,2021-04-15,294301139,78017926,33441538,NA,6671043,6453419,11.71,3.1,1.33,NA,2567,1547167,0.062
"66671","Upper middle income","OWID_UMC",2021,2021-04-16,301007527,79708038,34691071,NA,6706388,6191129,11.97,3.17,1.38,NA,2463,1562777,0.062
"66672","Upper middle income","OWID_UMC",2021,2021-04-17,305189392,80789933,35362188,NA,4181865,6012252,12.14,3.21,1.41,NA,2392,1507059,0.06
"66673","Upper middle income","OWID_UMC",2021,2021-04-18,309074371,81724472,35998926,NA,3884979,6027608,12.3,3.25,1.43,NA,2398,1541565,0.061
"66674","Upper middle income","OWID_UMC",2021,2021-04-19,314032442,82846501,36942355,NA,4958071,5733250,12.49,3.3,1.47,NA,2281,1464332,0.058
"66675","Upper middle income","OWID_UMC",2021,2021-04-20,320451396,84289582,38116008,NA,6418954,5695262,12.75,3.35,1.52,NA,2266,1379044,0.055
"66676","Upper middle income","OWID_UMC",2021,2021-04-21,327975305,85736249,39095775,NA,7523909,5763601,13.05,3.41,1.56,NA,2293,1307872,0.052
"66677","Upper middle income","OWID_UMC",2021,2021-04-22,337599194,87310061,40259228,NA,9623889,6185436,13.43,3.47,1.6,NA,2461,1327448,0.053
"66678","Upper middle income","OWID_UMC",2021,2021-04-23,346040497,89477703,41775909,NA,8441303,6433281,13.77,3.56,1.66,NA,2559,1395666,0.056
"66679","Upper middle income","OWID_UMC",2021,2021-04-24,352350570,90819759,42575951,NA,6310073,6737311,14.02,3.61,1.69,NA,2680,1432832,0.057
"66680","Upper middle income","OWID_UMC",2021,2021-04-25,357888551,91364947,42988159,NA,5537981,6973454,14.24,3.63,1.71,NA,2774,1377211,0.055
"66681","Upper middle income","OWID_UMC",2021,2021-04-26,364838179,92580102,44162192,NA,6949628,7257962,14.51,3.68,1.76,NA,2887,1390514,0.055
"66682","Upper middle income","OWID_UMC",2021,2021-04-27,374247342,94145518,45510630,NA,9409163,7685135,14.89,3.75,1.81,NA,3057,1407991,0.056
"66683","Upper middle income","OWID_UMC",2021,2021-04-28,386183789,96123450,47652776,NA,11936447,8315498,15.36,3.82,1.9,NA,3308,1483886,0.059
"66684","Upper middle income","OWID_UMC",2021,2021-04-29,398979523,97701856,49407689,NA,12795734,8768618,15.87,3.89,1.97,NA,3488,1484542,0.059
"66685","Upper middle income","OWID_UMC",2021,2021-04-30,413352914,99016597,50954174,NA,14373391,9616060,16.44,3.94,2.03,NA,3826,1362699,0.054
"66686","Upper middle income","OWID_UMC",2021,2021-05-01,419915775,99690944,51542471,NA,6562861,9652172,16.71,3.97,2.05,NA,3840,1267312,0.05
"66687","Upper middle income","OWID_UMC",2021,2021-05-02,425661544,100094504,51988773,NA,5745769,9681856,16.93,3.98,2.07,NA,3852,1247080,0.05
"66688","Upper middle income","OWID_UMC",2021,2021-05-03,432351767,101163356,52784576,NA,6690223,9644798,17.2,4.02,2.1,NA,3837,1226179,0.049
"66689","Upper middle income","OWID_UMC",2021,2021-05-04,440032749,102811366,54485390,NA,7680982,9397915,17.51,4.09,2.17,NA,3739,1237978,0.049
"66690","Upper middle income","OWID_UMC",2021,2021-05-05,448679472,104726929,56305652,NA,8646723,8927955,17.85,4.17,2.24,NA,3552,1229068,0.049
"66691","Upper middle income","OWID_UMC",2021,2021-05-06,460001253,106718683,57612735,NA,11321781,8717390,18.3,4.25,2.29,NA,3468,1288118,0.051
"66692","Upper middle income","OWID_UMC",2021,2021-05-07,474277476,108953792,59236809,NA,14276223,8703509,18.87,4.33,2.36,NA,3462,1419599,0.056
"66693","Upper middle income","OWID_UMC",2021,2021-05-08,485244810,109876985,59933516,NA,10967334,9332719,19.3,4.37,2.38,NA,3713,1455149,0.058
"66694","Upper middle income","OWID_UMC",2021,2021-05-09,492631693,110228778,60247264,NA,7386883,9567164,19.6,4.39,2.4,NA,3806,1447753,0.058
"66695","Upper middle income","OWID_UMC",2021,2021-05-10,503820459,111781614,61227688,NA,11188766,10209813,20.04,4.45,2.44,NA,4062,1516894,0.06
"66696","Upper middle income","OWID_UMC",2021,2021-05-11,516364118,113816119,62394053,NA,12543659,10904481,20.54,4.53,2.48,NA,4338,1572108,0.063
"66697","Upper middle income","OWID_UMC",2021,2021-05-12,531403079,116036082,63995431,NA,15038961,11817658,21.14,4.62,2.55,NA,4701,1615593,0.064
"66698","Upper middle income","OWID_UMC",2021,2021-05-13,546367663,117548589,64982541,NA,14964584,12338059,21.74,4.68,2.59,NA,4908,1547129,0.062
"66699","Upper middle income","OWID_UMC",2021,2021-05-14,562363759,118924233,65905054,NA,15996096,12583755,22.37,4.73,2.62,NA,5006,1424349,0.057
"66700","Upper middle income","OWID_UMC",2021,2021-05-15,576792675,120239270,66671490,NA,14428916,13078266,22.95,4.78,2.65,NA,5203,1480326,0.059
"66701","Upper middle income","OWID_UMC",2021,2021-05-16,592537763,121678378,67611886,NA,15745088,14272296,23.57,4.84,2.69,NA,5678,1635657,0.065
"66702","Upper middle income","OWID_UMC",2021,2021-05-17,609670091,122943420,68519175,NA,17132328,15121376,24.25,4.89,2.73,NA,6016,1594544,0.063
"66703","Upper middle income","OWID_UMC",2021,2021-05-18,627012748,125208330,69978909,NA,17342657,15806947,24.94,4.98,2.78,NA,6288,1627459,0.065
"66704","Upper middle income","OWID_UMC",2021,2021-05-19,644443632,127539447,71453770,NA,17430884,16148650,25.64,5.07,2.84,NA,6424,1643338,0.065
"66705","Upper middle income","OWID_UMC",2021,2021-05-20,665036209,130032272,72612465,NA,20592577,16952649,26.46,5.17,2.89,NA,6744,1783383,0.071
"66706","Upper middle income","OWID_UMC",2021,2021-05-21,685418165,132478267,73972923,NA,20381956,17579201,27.27,5.27,2.94,NA,6993,1936291,0.077
"66707","Upper middle income","OWID_UMC",2021,2021-05-22,702250849,134232583,75266344,NA,16832684,17922596,27.94,5.34,2.99,NA,7130,1999045,0.08
"66708","Upper middle income","OWID_UMC",2021,2021-05-23,718181746,135886842,76009472,NA,15930897,17949140,28.57,5.41,3.02,NA,7141,2029781,0.081
"66709","Upper middle income","OWID_UMC",2021,2021-05-24,737109056,137666945,76783963,NA,18927310,18205566,29.32,5.48,3.05,NA,7243,2103361,0.084
"66710","Upper middle income","OWID_UMC",2021,2021-05-25,759508432,139698863,77685866,NA,22399376,18927955,30.22,5.56,3.09,NA,7530,2070076,0.082
"66711","Upper middle income","OWID_UMC",2021,2021-05-26,783094072,142390240,78628117,NA,23585640,19807206,31.15,5.66,3.13,NA,7880,2121542,0.084
"66712","Upper middle income","OWID_UMC",2021,2021-05-27,802940123,143800279,79444456,NA,19846051,19700559,31.94,5.72,3.16,NA,7837,1966858,0.078
"66713","Upper middle income","OWID_UMC",2021,2021-05-28,825691392,146807613,80686318,NA,22751269,20039032,32.85,5.84,3.21,NA,7972,2047049,0.081
"66714","Upper middle income","OWID_UMC",2021,2021-05-29,846648819,149052288,81452556,NA,20957427,20628281,33.68,5.93,3.24,NA,8206,2117101,0.084
"66715","Upper middle income","OWID_UMC",2021,2021-05-30,866616060,150283742,82009133,NA,19967241,21204902,34.48,5.98,3.26,NA,8436,2056700,0.082
"66716","Upper middle income","OWID_UMC",2021,2021-05-31,893498746,152410881,82958422,NA,26882686,22341384,35.55,6.06,3.3,NA,8888,2106277,0.084
"66717","Upper middle income","OWID_UMC",2021,2021-06-01,918233638,154941537,84587117,NA,24734892,22675029,36.53,6.16,3.37,NA,9021,2177525,0.087
"66718","Upper middle income","OWID_UMC",2021,2021-06-02,945687646,158210933,85890334,NA,27454008,23227653,37.62,6.29,3.42,NA,9241,2260099,0.09
"66719","Upper middle income","OWID_UMC",2021,2021-06-03,968460094,161009579,87159065,NA,22772448,23645710,38.53,6.41,3.47,NA,9407,2458471,0.098
"66720","Upper middle income","OWID_UMC",2021,2021-06-04,993421104,163798060,88324669,NA,24961010,23961387,39.52,6.52,3.51,NA,9532,2427207,0.097
"66721","Upper middle income","OWID_UMC",2021,2021-06-05,1014982571,165906719,89175686,NA,21561467,24047679,40.38,6.6,3.55,NA,9567,2407776,0.096
"66722","Upper middle income","OWID_UMC",2021,2021-06-06,1031927208,167577037,89628928,NA,16944637,23615878,41.05,6.67,3.57,NA,9395,2470471,0.098
"66723","Upper middle income","OWID_UMC",2021,2021-06-07,1051649933,170165503,90506200,NA,19722725,22593027,41.84,6.77,3.6,NA,8988,2536375,0.101
"66724","Upper middle income","OWID_UMC",2021,2021-06-08,1071368853,173909037,91940323,NA,19718920,21876459,42.62,6.92,3.66,NA,8703,2709643,0.108
"66725","Upper middle income","OWID_UMC",2021,2021-06-09,1092449365,177727200,93329917,NA,21080512,20965960,43.46,7.07,3.71,NA,8341,2788038,0.111
"66726","Upper middle income","OWID_UMC",2021,2021-06-10,1116959422,802617804,94510489,NA,24510057,21214190,44.44,31.93,3.76,NA,8440,91658318,3.646
"66727","Upper middle income","OWID_UMC",2021,2021-06-11,1140439718,806409306,95991112,NA,23480296,21002659,45.37,32.08,3.82,NA,8355,91801607,3.652
"66728","Upper middle income","OWID_UMC",2021,2021-06-12,1158966132,808870475,97005790,NA,18526414,20569080,46.11,32.18,3.86,NA,8183,91851965,3.654
"66729","Upper middle income","OWID_UMC",2021,2021-06-13,1175736193,810770770,97635898,NA,16770061,20544141,46.77,32.25,3.88,NA,8173,91884819,3.655
"66730","Upper middle income","OWID_UMC",2021,2021-06-14,1191254601,813772915,98691802,NA,15518408,19943524,47.39,32.37,3.93,NA,7934,91943916,3.658
"66731","Upper middle income","OWID_UMC",2021,2021-06-15,1216166391,817619878,99867876,NA,24911790,20685363,48.38,32.53,3.97,NA,8229,91958692,3.658
"66732","Upper middle income","OWID_UMC",2021,2021-06-16,1242439701,821473666,100926064,NA,26273310,21427191,49.43,32.68,4.02,NA,8524,91963781,3.659
"66733","Upper middle income","OWID_UMC",2021,2021-06-17,1271993739,827547463,102895102,NA,29554038,22147760,50.6,32.92,4.09,NA,8811,3561380,0.142
"66734","Upper middle income","OWID_UMC",2021,2021-06-18,1301708833,832247463,104358889,NA,29715094,23038445,51.79,33.11,4.15,NA,9165,3691165,0.147
"66735","Upper middle income","OWID_UMC",2021,2021-06-19,1326204232,835090240,105880413,NA,24495399,23891157,52.76,33.22,4.21,NA,9504,3745681,0.149
"66736","Upper middle income","OWID_UMC",2021,2021-06-20,1348766416,838005273,106890671,NA,22562184,24718603,53.66,33.34,4.25,NA,9834,3890643,0.155
"66737","Upper middle income","OWID_UMC",2021,2021-06-21,1374361800,841848850,108261993,NA,25595384,26158171,54.68,33.49,4.31,NA,10406,4010848,0.16
"66738","Upper middle income","OWID_UMC",2021,2021-06-22,1401646646,845630874,109850272,NA,27284846,26497179,55.76,33.64,4.37,NA,10541,4001571,0.159
"66739","Upper middle income","OWID_UMC",2021,2021-06-23,1430758873,849420112,111317163,NA,29112227,26902739,56.92,33.79,4.43,NA,10703,3992349,0.159
"66740","Upper middle income","OWID_UMC",2021,2021-06-24,1461974419,853859942,113471887,NA,31215546,27140097,58.16,33.97,4.51,NA,10797,3758926,0.15
"66741","Upper middle income","OWID_UMC",2021,2021-06-25,1490923680,858146321,114920475,NA,28949261,27030692,59.31,34.14,4.57,NA,10753,3699837,0.147
"66742","Upper middle income","OWID_UMC",2021,2021-06-26,1515935945,860762240,115909737,NA,25012265,27104530,60.31,34.24,4.61,NA,10783,3667429,0.146
"66743","Upper middle income","OWID_UMC",2021,2021-06-27,1539228321,862596086,116843575,NA,23292376,27208844,61.23,34.32,4.65,NA,10824,3512973,0.14
"66744","Upper middle income","OWID_UMC",2021,2021-06-28,1565088670,866208525,118275856,NA,25860349,27246696,62.26,34.46,4.71,NA,10839,3479954,0.138
"66745","Upper middle income","OWID_UMC",2021,2021-06-29,1589830000,870431851,120047063,NA,24741330,26883336,63.25,34.63,4.78,NA,10695,3542997,0.141
"66746","Upper middle income","OWID_UMC",2021,2021-06-30,1615361108,874925583,121988882,298842,25531108,26371748,64.26,34.81,4.85,0.01,10491,3643639,0.145
"66747","Upper middle income","OWID_UMC",2021,2021-07-01,1640485918,878809511,123610822,559398,25124810,25501643,65.26,34.96,4.92,0.02,10145,3564224,0.142
"66748","Upper middle income","OWID_UMC",2021,2021-07-02,1665416054,883002832,125098160,908580,24930136,24927482,66.25,35.13,4.98,0.04,9917,3550930,0.141
"66749","Upper middle income","OWID_UMC",2021,2021-07-03,1682135085,885598235,126342786,1030459,16719031,23742734,66.92,35.23,5.03,0.04,9445,3547999,0.141
"66750","Upper middle income","OWID_UMC",2021,2021-07-04,1694866490,887714333,127206864,1370662,12731405,22234024,67.43,35.32,5.06,0.05,8845,3588321,0.143
"66751","Upper middle income","OWID_UMC",2021,2021-07-05,1714642464,892702574,128812135,1784595,19775974,21364828,68.21,35.51,5.12,0.07,8499,3784864,0.151
"66752","Upper middle income","OWID_UMC",2021,2021-07-06,1734585684,897494216,130617571,2153045,19943220,20679383,69.01,35.7,5.2,0.09,8227,3866052,0.154
"66753","Upper middle income","OWID_UMC",2021,2021-07-07,1752385785,902216128,133138905,2470594,17800101,19574954,69.71,35.89,5.3,0.1,7787,3898649,0.155
"66754","Upper middle income","OWID_UMC",2021,2021-07-08,1770490904,906129539,135851343,2742369,18105119,18572141,70.43,36.05,5.4,0.11,7388,3902861,0.155
"66755","Upper middle income","OWID_UMC",2021,2021-07-09,1787710570,910462707,137576899,2895206,17219666,17470645,71.12,36.22,5.47,0.12,6950,3922839,0.156
"66756","Upper middle income","OWID_UMC",2021,2021-07-10,1801082099,913720019,139175845,2948540,13371529,16992431,71.65,36.35,5.54,0.12,6760,4017398,0.16
"66757","Upper middle income","OWID_UMC",2021,2021-07-11,1813303170,916322429,140798679,3079788,12221071,16919526,72.14,36.45,5.6,0.12,6731,4086871,0.163
"66758","Upper middle income","OWID_UMC",2021,2021-07-12,1829294971,920480696,143701168,3292551,15991801,16378930,72.77,36.62,5.72,0.13,6516,3968303,0.158
"66759","Upper middle income","OWID_UMC",2021,2021-07-13,1846543199,925008920,145847958,3477198,17248228,15993931,73.46,36.8,5.8,0.14,6363,3930672,0.156
"66760","Upper middle income","OWID_UMC",2021,2021-07-14,1866750761,930031860,148780319,3596032,20207562,16337854,74.26,37,5.92,0.14,6500,3973676,0.158
"66761","Upper middle income","OWID_UMC",2021,2021-07-15,1885981358,935025090,151770609,3737893,19230597,16498636,75.03,37.2,6.04,0.15,6564,4127936,0.164
"66762","Upper middle income","OWID_UMC",2021,2021-07-16,1903674825,939415715,153888861,3762605,17693467,16566322,75.73,37.37,6.12,0.15,6590,4136144,0.165
"66763","Upper middle income","OWID_UMC",2021,2021-07-17,1918111598,942399751,155783714,3803740,14436773,16718500,76.31,37.49,6.2,0.15,6651,4097105,0.163
"66764","Upper middle income","OWID_UMC",2021,2021-07-18,1930950969,944777746,157156346,3825504,12839371,16806828,76.82,37.59,6.25,0.15,6686,4065045,0.162
"66765","Upper middle income","OWID_UMC",2021,2021-07-19,1946245117,947757879,158806109,3865491,15294148,16707164,77.43,37.7,6.32,0.15,6647,3896740,0.155
"66766","Upper middle income","OWID_UMC",2021,2021-07-20,1964166998,952117599,161331535,3886289,17921881,16803400,78.14,37.88,6.42,0.15,6685,3872668,0.154
"66767","Upper middle income","OWID_UMC",2021,2021-07-21,1983422774,955756827,163844328,3935432,19255776,16667430,78.91,38.02,6.52,0.16,6631,3674995,0.146
"66768","Upper middle income","OWID_UMC",2021,2021-07-22,2007465511,960674689,167247401,3989365,24042737,17354879,79.86,38.22,6.65,0.16,6904,3664228,0.146
"66769","Upper middle income","OWID_UMC",2021,2021-07-23,2032312864,965623185,170015393,4021198,24847353,18376863,80.85,38.41,6.76,0.16,7311,3743924,0.149
"66770","Upper middle income","OWID_UMC",2021,2021-07-24,2051291531,968830818,172013469,4059209,18978667,19025705,81.61,38.54,6.84,0.16,7569,3775867,0.15
"66771","Upper middle income","OWID_UMC",2021,2021-07-25,2067939886,971737131,174198395,4224945,16648355,19569845,82.27,38.66,6.93,0.17,7785,3851341,0.153
"66772","Upper middle income","OWID_UMC",2021,2021-07-26,2089662553,975214344,176488794,4442493,21722667,20488205,83.13,38.8,7.02,0.18,8151,3922352,0.156
"66773","Upper middle income","OWID_UMC",2021,2021-07-27,2114802671,979478836,180032833,4662411,25140118,21519382,84.13,38.97,7.16,0.19,8561,3908748,0.155
"66774","Upper middle income","OWID_UMC",2021,2021-07-28,2140589219,983817584,183559784,4884003,25786548,22452349,85.16,39.14,7.3,0.19,8932,4008680,0.159
"66775","Upper middle income","OWID_UMC",2021,2021-07-29,2166929880,988567562,187245498,5104534,26340661,22780624,86.21,39.33,7.45,0.2,9063,3984696,0.159
"66776","Upper middle income","OWID_UMC",2021,2021-07-30,2193158312,993118261,190620619,5242927,26228432,22977921,87.25,39.51,7.58,0.21,9141,3927868,0.156
"66777","Upper middle income","OWID_UMC",2021,2021-07-31,2215360064,997325876,193240468,5285607,22201752,23438362,88.13,39.68,7.69,0.21,9324,4070723,0.162
"66778","Upper middle income","OWID_UMC",2021,2021-08-01,2236128493,999701132,194644551,5340830,20768429,24026944,88.96,39.77,7.74,0.21,9559,3994857,0.159
"66779","Upper middle income","OWID_UMC",2021,2021-08-02,2259704927,1002348287,196651327,5462930,23576434,24291768,89.9,39.88,7.82,0.22,9664,3876278,0.154
"66780","Upper middle income","OWID_UMC",2021,2021-08-03,2286337233,1006345793,199608193,5606295,26632306,24504937,90.96,40.03,7.94,0.22,9749,3838137,0.153
"66781","Upper middle income","OWID_UMC",2021,2021-08-04,2311948621,1010760054,202925605,5623326,25611388,24479915,91.97,40.21,8.07,0.22,9739,3848924,0.153
"66782","Upper middle income","OWID_UMC",2021,2021-08-05,2334118044,1014422099,205726394,5863192,22169423,23884023,92.86,40.36,8.18,0.23,9502,3693505,0.147
"66783","Upper middle income","OWID_UMC",2021,2021-08-06,2357376002,1018006447,208578248,6002948,23257958,23459670,93.78,40.5,8.3,0.24,9333,3555455,0.141
"66784","Upper middle income","OWID_UMC",2021,2021-08-07,2375151675,1020622990,211128489,6127582,17775673,22827373,94.49,40.6,8.4,0.24,9081,3328159,0.132
"66785","Upper middle income","OWID_UMC",2021,2021-08-08,2391552105,1022954317,213068357,6210049,16400430,22203373,95.14,40.7,8.48,0.25,8833,3321884,0.132
"66786","Upper middle income","OWID_UMC",2021,2021-08-09,2409536798,1025855740,215483053,6373718,17984693,21404553,95.86,40.81,8.57,0.25,8515,3358208,0.134
"66787","Upper middle income","OWID_UMC",2021,2021-08-10,2430886564,1029713471,219694782,6702199,21349766,20649904,96.71,40.96,8.74,0.27,8215,3338240,0.133
"66788","Upper middle income","OWID_UMC",2021,2021-08-11,2450100241,1033341708,222912840,6980084,19213677,19735946,97.47,41.11,8.87,0.28,7851,3225951,0.128
"66789","Upper middle income","OWID_UMC",2021,2021-08-12,2470953001,1037568061,1004194460,7267332,20852760,19547851,98.3,41.28,39.95,0.29,7777,3306566,0.132
"66790","Upper middle income","OWID_UMC",2021,2021-08-13,2491859566,1041884954,1008685214,7411100,20906565,19211938,99.13,41.45,40.13,0.29,7643,3411215,0.136
